micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
6847044,-249.51,-571.78,-815.92,-0.40,2.98,0.12,-20.25,22.80,-78.90,
6867050,-210.94,-504.88,-788.09,2.60,0.58,-3.36,-20.25,23.55,-80.55,
6887062,-217.29,-535.16,-818.85,1.88,0.67,-3.89,-19.50,21.75,-82.65,
6907071,-214.36,-541.99,-886.23,2.35,-2.00,-0.23,-19.05,21.45,-81.15,
6927081,-201.17,-547.85,-849.61,7.91,-1.33,3.68,-18.15,22.35,-80.25,
6947088,-184.57,-464.36,-803.22,0.98,0.27,-0.40,-18.15,22.05,-81.60,
6967095,-198.73,-517.09,-802.73,1.15,2.09,-4.41,-19.35,21.45,-80.10,
6987101,-224.12,-558.11,-824.71,-0.26,3.60,-4.47,-20.10,21.15,-80.10,
7007111,-223.63,-593.75,-823.73,3.08,-2.89,-2.53,-18.30,21.15,-79.35,
7027120,-244.14,-514.65,-847.66,8.15,-5.16,0.67,-20.25,23.85,-82.95,
7047127,-221.19,-489.75,-854.00,1.05,1.63,-3.15,-19.20,22.05,-80.85,
7067137,-216.31,-512.70,-843.26,-0.79,3.73,-4.09,-18.45,22.35,-81.90,
7087145,-195.80,-519.53,-816.89,-1.89,1.91,-4.60,-16.50,22.65,-81.75,
7107156,-217.77,-522.95,-824.22,0.24,-0.44,-2.79,-18.00,21.90,-80.70,
7127166,-225.59,-466.31,-797.36,-3.85,-1.71,-3.16,-20.25,22.35,-80.25,
7147178,-268.55,-501.95,-916.02,5.45,-3.27,-3.94,-19.05,20.40,-79.35,
7167183,-191.89,-550.29,-776.37,7.73,0.37,1.62,-16.95,21.90,-82.50,
7187192,-229.49,-509.28,-855.96,2.87,5.31,-4.27,-18.75,20.70,-82.20,
7207204,-204.59,-541.99,-798.34,3.15,0.40,-1.88,-19.50,21.75,-81.30,
7227214,-240.23,-541.02,-849.61,1.54,-0.12,-5.01,-18.75,21.15,-82.20,
7247220,-200.20,-537.60,-825.68,-4.08,1.28,2.66,-18.30,22.65,-82.20,
7267230,-215.82,-608.89,-805.66,-0.90,-0.67,0.61,-17.10,22.35,-81.60,
7287238,-208.01,-607.42,-851.56,8.70,-6.64,-1.33,-19.35,20.70,-80.10,
7307245,-191.41,-512.21,-785.64,5.97,-7.05,0.18,-20.10,21.45,-80.70,
7327254,-240.72,-507.81,-857.91,-1.28,-3.21,2.93,-16.50,21.15,-80.10,
7347265,-234.86,-502.44,-809.57,6.20,-5.63,7.98,-17.10,21.30,-80.55,
7367275,-212.89,-547.36,-821.29,5.50,-8.34,9.22,-18.30,22.20,-80.70,
7387280,-270.51,-528.81,-861.82,3.15,-6.08,6.96,-17.25,21.45,-81.45,
7407288,-231.45,-507.32,-818.85,6.99,-4.09,2.78,-15.90,22.20,-81.45,
7427294,-199.71,-461.43,-799.80,9.07,-9.51,11.73,-18.30,20.40,-80.10,
7447299,-252.93,-471.19,-836.43,10.72,-10.31,14.49,-16.95,21.45,-81.15,
7467306,-256.35,-538.57,-841.80,22.14,-4.24,10.00,-16.35,21.75,-81.30,
7487315,-281.74,-604.49,-853.03,27.25,-7.31,12.40,-17.10,23.10,-80.25,
7507323,-225.59,-544.43,-817.38,22.37,-9.24,18.70,-17.40,22.05,-79.50,
7527333,-194.82,-567.38,-784.18,27.04,-22.38,24.89,-17.40,21.30,-79.95,
7547343,-303.71,-675.29,-788.57,42.52,-31.60,15.18,-17.85,20.55,-80.55,
7567347,-383.30,-617.68,-916.02,45.15,-6.06,-2.21,-16.95,20.10,-79.05,
7587352,-336.43,-607.42,-875.00,61.71,9.80,-20.23,-16.20,19.35,-78.30,
7607361,-290.53,-637.70,-848.14,45.80,27.69,-32.24,-18.75,18.90,-78.00,
7627370,-208.50,-593.26,-704.10,50.82,13.66,0.76,-17.85,16.95,-77.10,
7647375,-74.71,-571.29,-548.83,39.16,2.02,8.76,-20.70,16.50,-77.10,
7667382,-207.03,-449.71,-809.57,40.11,-2.87,-4.27,-20.40,15.30,-75.60,
7687388,-334.47,-585.94,-743.65,28.00,29.01,17.34,-21.90,15.30,-76.20,
7707396,-218.75,-566.41,-674.32,23.48,54.67,1.80,-22.95,14.55,-74.85,
7727408,-188.96,-707.52,-681.64,23.47,62.61,2.72,-22.65,14.55,-75.15,
7747412,-187.01,-658.69,-685.06,16.76,72.52,18.87,-23.70,14.55,-73.50,
7767422,-166.50,-574.71,-699.71,14.72,78.67,29.34,-25.05,14.85,-74.10,
7787431,-150.39,-607.42,-675.78,0.46,77.04,26.05,-26.40,13.50,-74.10,
7807442,-232.42,-575.68,-695.31,14.27,53.80,26.63,-28.20,11.25,-70.65,
7827446,-231.93,-749.51,-771.48,14.99,57.94,15.19,-27.00,12.15,-73.35,
7847454,-225.59,-708.50,-716.80,22.78,61.79,13.33,-29.55,11.40,-71.85,
7867461,-186.04,-692.38,-714.36,25.62,49.10,12.15,-29.85,12.15,-71.55,
7887467,-326.66,-767.58,-449.22,25.40,-5.85,-1.25,-28.95,11.70,-72.45,
7907472,-185.55,-654.79,-667.48,20.02,4.70,7.18,-28.95,11.70,-72.15,
7927478,-192.87,-738.28,-739.26,23.77,6.29,5.21,-29.55,12.60,-72.30,
7947484,-161.62,-789.06,-687.01,26.50,4.05,4.67,-28.80,10.35,-70.80,
7967489,-161.62,-728.03,-659.67,32.46,-1.63,-2.44,-29.25,10.50,-71.40,
7987501,-64.45,-673.83,-610.84,29.48,-20.64,10.24,-30.30,10.95,-71.10,
8007509,-104.98,-652.83,-681.64,3.39,-16.76,-3.13,-30.00,9.45,-70.35,
8027516,-253.91,-595.21,-670.41,0.11,-10.99,1.21,-29.55,9.30,-69.75,
8047524,-249.02,-824.71,-773.93,16.99,-13.04,-0.47,-29.70,9.75,-70.05,
8067534,-178.22,-825.20,-660.64,24.70,-8.92,-7.92,-27.90,11.25,-71.10,
8087544,-153.81,-741.21,-633.30,26.14,-15.28,6.79,-29.25,9.75,-69.30,
8107551,-83.50,-597.17,-560.06,0.38,-13.31,8.84,-29.85,9.60,-69.15,
8127556,-256.35,-333.50,-469.73,-2.29,-7.25,1.16,-27.90,8.70,-70.05,
8147562,-155.27,-687.99,-617.68,10.50,-26.81,26.35,-29.10,8.10,-68.40,
8167570,-183.11,-944.82,-704.59,1.69,-16.21,-2.34,-27.90,9.75,-67.95,
8187577,-163.57,-863.28,-609.86,5.05,1.79,-9.07,-26.10,10.20,-69.60,
8207582,-58.59,-726.07,-646.00,-1.54,14.29,24.76,-27.15,9.75,-69.00,
8227593,-196.78,-583.98,-654.79,-20.32,85.51,42.76,-26.85,11.25,-69.60,
8247603,-235.35,-735.35,-736.33,-15.47,89.47,33.28,-28.35,11.10,-70.50,
8267608,-297.85,-810.55,-642.58,-9.71,61.68,35.30,-28.65,9.75,-70.65,
8287619,27.83,-922.36,-541.50,6.49,-18.84,19.21,-29.85,9.60,-68.85,
8307627,-247.07,-558.11,-581.54,-31.59,-37.57,43.42,-28.65,10.20,-70.65,
8327636,-206.05,-686.52,-732.42,-31.59,13.28,37.97,-29.55,9.60,-69.15,
8347642,-177.73,-652.34,-581.05,-60.27,17.60,5.77,-28.80,9.30,-68.85,
8367654,-174.80,-922.85,-617.19,-24.73,33.71,14.55,-26.70,12.15,-71.55,
8387662,-211.91,-645.02,-509.28,22.49,6.27,-34.84,-28.80,11.85,-73.35,
8407665,-263.67,-738.28,-674.32,33.36,-3.47,-9.94,-27.00,10.35,-73.35,
8427675,-222.66,-586.91,-866.70,-3.08,-14.69,1.89,-28.20,10.20,-72.45,
8447681,-91.80,-713.87,-756.84,-11.18,10.85,26.61,-26.70,9.60,-74.70,
8467688,-190.43,-709.96,-720.21,9.76,70.63,42.20,-26.10,10.95,-74.85,
8487697,-289.06,-90.82,-489.75,22.53,111.68,16.43,-25.20,11.40,-76.35,
8507706,-291.50,-790.04,-962.89,-24.69,45.34,28.18,-26.10,9.75,-77.25,
8527717,-302.25,-492.68,-654.79,6.21,85.45,-7.30,-27.60,11.70,-78.30,
8547727,-166.50,-708.01,-558.11,3.19,30.64,5.36,-25.35,11.25,-79.05,
8567736,-254.88,-868.65,-773.93,37.51,-12.82,9.85,-29.55,9.60,-79.95,
8587746,-129.39,-708.50,-879.39,17.59,36.23,26.55,-28.80,9.30,-77.85,
8607754,-94.73,-671.39,-850.10,7.60,-1.66,44.41,-26.85,8.70,-78.60,
8627765,-827.15,-743.65,-868.16,20.76,3.44,-42.66,-25.35,9.00,-79.65,
8647771,-50.29,-676.76,-474.61,32.32,-55.27,-23.63,-25.65,8.85,-78.15,
8667776,-126.95,-748.05,-543.95,17.08,-56.82,-23.71,-25.20,8.85,-79.20,
8687782,32.71,731.93,548.83,-14.06,-222.53,-27.04,-24.15,8.10,-77.10,
8707787,452.15,-86.91,-1231.93,-123.25,-141.07,160.60,-22.20,9.45,-76.65,
8727798,-761.23,-1948.73,-846.68,-51.19,24.93,-7.68,-15.00,15.45,-80.25,
8747802,-178.22,-1083.98,-560.06,21.60,177.01,24.21,-15.45,18.15,-80.10,
8767812,-888.67,-357.42,-1107.42,-68.21,-38.92,6.66,-17.55,19.65,-81.75,
8787820,-166.02,-813.96,-288.09,-11.27,-21.22,-67.05,-17.10,19.05,-80.25,
8807825,-183.59,-590.82,-852.54,32.29,33.59,42.99,-17.55,20.10,-81.15,
8827833,-66.41,-667.48,-825.20,27.47,56.75,25.21,-17.10,19.80,-80.25,
8847844,-78.12,-571.29,-743.65,42.84,95.74,40.61,-20.85,18.15,-76.65,
8867850,-201.66,-718.75,-534.67,39.83,94.69,47.85,-20.25,18.45,-79.95,
8887859,-183.59,-794.43,-656.74,37.19,69.82,26.50,-18.15,20.25,-84.00,
8907865,-185.55,-713.38,-750.98,38.49,42.58,16.27,-17.55,18.60,-81.15,
8927872,-356.93,-875.00,-822.27,21.66,24.85,24.12,-19.95,18.45,-81.60,
8947882,-137.70,-665.53,-835.94,28.84,96.34,47.57,-21.15,14.55,-80.10,
8967889,36.13,-710.94,-669.43,1.77,112.40,46.09,-22.80,13.65,-80.25,
8987899,-190.43,-680.66,-472.17,2.87,42.29,24.31,-23.40,13.20,-80.25,
9007909,-172.36,-707.52,-773.44,3.83,29.37,-4.63,-25.35,12.30,-79.65,
9027919,-116.21,-771.48,-897.95,1.34,29.22,-7.57,-23.85,13.20,-80.55,
9047927,-102.54,-687.01,-866.70,4.02,51.22,-4.24,-24.90,13.20,-80.25,
9067935,-89.36,-662.11,-614.75,-0.12,51.16,-0.67,-25.80,12.00,-79.65,
9087941,-83.50,-697.27,-535.16,-4.47,-0.38,3.80,-27.30,13.65,-78.15,
9107949,-120.61,-719.73,-766.60,-2.50,-5.97,-8.14,-26.70,12.90,-79.95,
9127956,-142.58,-762.21,-850.10,15.60,39.82,-18.50,-28.35,12.60,-79.20,
9147964,-37.60,-704.10,-792.48,19.82,54.12,-7.13,-29.70,11.70,-77.25,
9167976,-67.87,-669.43,-598.63,9.79,40.23,2.52,-29.55,13.20,-76.80,
9187984,-75.20,-741.70,-629.39,10.84,7.05,-4.29,-29.25,12.30,-77.25,
9207992,-129.39,-766.60,-769.53,20.03,20.61,-10.53,-31.65,12.90,-76.35,
9228003,17.58,-751.95,-799.80,35.33,37.98,-21.27,-31.95,10.35,-75.30,
9248013,42.97,-703.61,-672.36,32.49,32.82,-18.23,-31.65,10.35,-75.00,
9268023,54.20,-684.08,-645.51,16.82,17.37,-4.78,-33.60,10.50,-74.10,
9288035,-9.28,-749.51,-612.79,7.28,-10.63,0.53,-33.75,8.55,-73.65,
9308045,-89.36,-781.25,-671.88,13.16,-13.57,1.54,-34.80,8.85,-74.40,
9328051,-16.11,-783.69,-663.09,7.83,-16.17,-2.66,-32.55,9.45,-74.10,
9348056,3.91,-706.54,-696.78,9.45,-25.25,-7.10,-33.15,8.40,-74.10,
9368062,25.88,-697.75,-638.18,12.82,-12.34,-4.52,-33.00,8.10,-71.85,
9388069,70.80,-749.02,-667.48,13.28,-21.73,1.53,-32.70,8.85,-73.65,
9408074,-17.58,-763.18,-666.02,11.27,-14.52,-7.74,-33.00,7.35,-74.40,
9428081,-69.34,-798.83,-669.92,28.84,-33.89,0.72,-33.15,7.65,-70.35,
9448090,-58.59,-780.27,-651.37,28.66,-35.36,1.68,-33.30,8.55,-72.60,
9468098,-62.50,-767.09,-686.52,26.95,-20.90,-4.29,-28.80,7.80,-72.90,
9488103,-66.89,-799.80,-601.07,6.64,-16.41,-6.35,-28.95,9.45,-73.50,
9508113,-100.59,-796.39,-560.06,1.65,-22.87,-0.58,-29.25,7.95,-74.55,
9528124,-111.33,-783.69,-607.91,12.79,-34.03,-1.91,-29.55,9.30,-74.40,
9548128,-90.82,-770.02,-615.23,18.38,-38.14,1.02,-29.55,7.35,-72.90,
9568138,-67.87,-777.34,-851.07,13.16,-29.30,6.92,-27.75,7.80,-73.35,
9588145,10.25,-791.02,-637.21,-3.83,-15.47,10.31,-28.35,7.05,-72.60,
9608154,-82.52,-773.93,-633.30,-2.11,-22.18,7.63,-26.40,6.90,-74.10,
9628166,-154.79,-814.94,-634.77,7.66,-1.48,1.24,-26.25,6.30,-74.70,
9648172,-131.84,-791.99,-634.77,18.76,-13.69,7.22,-26.85,7.95,-74.10,
9668178,-57.62,-769.53,-665.53,15.51,-0.35,11.95,-24.75,7.65,-73.05,
9688184,-92.29,-704.59,-527.34,-0.87,2.99,0.56,-26.40,7.20,-73.50,
9708192,-144.04,-810.55,-524.90,-16.70,-11.18,0.67,-25.65,6.00,-73.35,
9728203,-169.92,-794.92,-610.84,-4.75,-20.11,-2.92,-26.85,6.45,-72.45,
9748211,-46.88,-962.40,-666.02,-6.55,-18.82,1.40,-25.35,5.10,-74.10,
9768220,-103.52,-805.66,-636.23,11.89,-9.08,2.69,-25.05,3.90,-74.10,
9788231,-86.91,-782.71,-597.66,7.08,1.47,8.69,-24.15,5.55,-73.65,
9808243,-153.32,-832.52,-594.24,2.37,12.18,4.87,-25.80,6.15,-72.75,
9828254,-167.97,-786.62,-584.47,10.35,5.95,-4.72,-24.15,5.55,-73.95,
9848264,-45.41,-709.47,-611.33,3.27,-3.10,-6.81,-24.45,5.25,-72.90,
9868270,-84.47,-769.04,-601.56,-10.70,-8.49,-0.81,-27.90,4.35,-71.10,
9888280,-131.84,-789.06,-615.23,-17.48,-3.83,-3.77,-25.80,7.20,-73.05,
9908287,-149.41,-798.34,-665.53,-25.77,3.69,-7.56,-23.70,6.15,-74.85,
9928298,-107.91,-825.20,-717.29,-14.99,-0.17,-12.02,-24.30,6.15,-74.55,
9948304,-90.82,-774.41,-727.05,5.16,28.56,-22.52,-24.15,6.00,-75.30,
9968311,-57.13,-727.54,-633.30,5.71,50.38,-12.92,-24.75,6.15,-75.15,
9988316,-89.84,-758.79,-556.64,-1.13,35.71,-10.08,-26.25,7.05,-72.90,
10008322,-111.82,-776.86,-550.78,-7.88,16.69,-8.15,-27.30,7.35,-74.40,
10028330,-97.17,-802.73,-643.07,2.70,8.11,-1.50,-27.75,5.25,-73.65,
10048338,-54.69,-744.63,-687.50,8.21,40.27,-14.87,-27.75,6.75,-73.35,
10068345,-16.60,-780.76,-634.77,8.37,53.97,-14.14,-28.35,8.10,-73.35,
10088357,21.00,-706.05,-584.96,-0.60,40.47,-9.92,-28.65,7.65,-72.45,
10108365,-75.68,-780.27,-566.41,-1.39,9.25,-4.00,-30.75,6.90,-72.45,
10128375,-2.44,-766.11,-605.96,0.44,9.18,-8.93,-30.00,6.15,-72.75,
10148384,2.93,-790.53,-601.56,0.29,8.18,-7.71,-30.75,6.90,-71.10,
10168396,-5.86,-775.88,-625.98,-2.99,-1.53,-4.61,-33.30,6.75,-70.80,
10188401,28.32,-760.74,-643.55,-0.55,-3.30,-1.76,-33.00,7.35,-71.25,
10208407,7.81,-776.86,-652.34,4.43,-0.98,-0.03,-30.30,6.15,-71.10,
10228415,-10.74,-771.00,-565.43,5.39,-19.63,0.49,-31.20,7.05,-72.30,
10248424,17.09,-700.68,-655.76,13.04,-23.97,6.34,-31.20,6.75,-72.60,
10268434,3.42,-750.98,-689.45,17.94,4.79,6.84,-31.35,5.85,-72.45,
10288445,3.91,-790.04,-637.21,12.73,8.15,16.27,-30.15,7.05,-71.55,
10308455,-66.89,-804.69,-600.10,20.37,-27.25,14.40,-31.20,3.45,-69.75,
10328464,-93.75,-812.50,-659.67,36.53,-30.61,11.19,-30.30,4.65,-70.65,
10348470,-76.17,-769.53,-606.93,26.69,-15.83,12.20,-30.90,4.50,-70.80,
10368475,-118.65,-805.66,-559.08,9.50,23.50,14.60,-30.75,4.35,-70.35,
10388486,-148.44,-855.96,-335.94,-4.63,16.89,3.83,-31.05,4.65,-68.25,
10408491,-114.26,-863.77,-519.04,4.32,-19.19,0.34,-29.25,4.65,-71.70,
10428499,-55.18,-877.93,-653.81,2.98,-51.25,-0.20,-30.30,5.85,-71.10,
10448505,-94.24,-847.66,-878.42,15.18,-37.19,3.98,-29.85,2.70,-68.85,
10468516,-57.62,-797.85,-697.75,20.63,7.82,1.92,-28.65,3.60,-71.40,
10488522,-83.50,-808.11,-458.01,12.38,21.02,0.95,-28.80,3.00,-70.80,
10508532,-77.64,-822.27,-489.26,-4.63,-19.60,8.55,-28.35,6.00,-68.85,
10528543,-114.26,-833.01,-555.66,9.53,-19.68,3.33,-30.00,5.10,-70.05,
10548550,-146.97,-838.87,-479.98,1.77,-12.58,-14.11,-28.65,3.90,-71.40,
10568561,-62.01,-816.89,-618.65,2.78,-20.14,-3.59,-27.90,3.90,-70.65,
10588568,-88.87,-844.24,-613.28,3.85,-10.03,6.72,-27.90,3.60,-70.05,
10608577,-81.05,-808.11,-419.43,-3.79,-14.87,9.83,-27.90,3.15,-69.00,
10628585,-171.88,-832.03,-576.17,-5.44,-30.21,1.39,-27.15,4.65,-70.35,
10648591,-125.98,-772.95,-567.87,-4.95,-7.97,-1.16,-27.00,3.45,-70.20,
10668601,-87.89,-767.09,-581.05,-1.22,-25.50,-2.43,-25.20,4.20,-69.75,
10688611,-108.89,-791.99,-529.30,-4.76,-26.55,3.71,-27.90,3.15,-70.65,
10708620,-154.30,-813.96,-525.39,-13.74,-24.73,6.61,-26.40,2.85,-70.65,
10728626,-157.23,-849.61,-574.22,-13.85,-10.93,3.22,-25.80,4.65,-70.65,
10748632,-172.85,-829.10,-552.25,-9.77,-9.68,-1.45,-25.65,3.00,-69.75,
10768639,-167.48,-910.16,-551.27,-10.31,-22.89,-2.35,-26.40,2.55,-70.05,
10788643,-148.93,-789.55,-613.77,-8.18,-21.28,1.42,-24.75,3.60,-71.10,
10808651,-128.42,-794.92,-664.55,-10.72,-5.69,1.82,-24.00,2.85,-72.15,
10828656,-172.85,-836.91,-539.55,-4.41,-12.64,5.94,-24.75,3.90,-70.65,
10848663,-162.11,-779.30,-600.10,0.27,-22.14,2.63,-24.15,3.45,-70.20,
10868673,-179.69,-805.18,-690.92,-1.18,-22.03,0.67,-23.70,3.60,-71.40,
10888678,-144.53,-772.95,-536.13,0.26,-13.79,9.27,-24.15,3.00,-70.50,
10908686,-147.95,-769.53,-504.88,-10.40,-15.08,12.99,-24.30,1.80,-71.10,
10928689,-247.56,-789.06,-505.86,-26.40,-21.11,13.59,-23.40,3.00,-71.85,
10948694,-280.27,-909.67,-646.48,-2.35,-12.64,-2.24,-20.85,4.65,-73.05,
10968699,-212.89,-864.26,-700.68,7.89,-2.96,-4.11,-20.25,2.70,-74.40,
10988710,-155.76,-750.49,-599.12,13.74,5.80,3.25,-20.85,2.85,-73.50,
11008720,-147.46,-750.00,-615.72,4.75,-1.04,8.05,-20.70,3.75,-72.30,
11028730,-242.68,-790.53,-605.96,2.46,-3.18,2.75,-21.90,1.35,-71.40,
11048739,-201.66,-803.71,-631.84,11.60,-1.42,-0.53,-19.80,2.55,-71.70,
11068751,-169.92,-792.48,-625.98,22.03,7.39,-5.15,-20.40,2.85,-71.70,
11088758,-147.95,-724.61,-618.16,18.96,12.60,-5.08,-20.70,2.25,-72.60,
11108765,-192.38,-829.59,-557.13,5.04,3.89,-5.57,-20.70,1.50,-72.60,
11128775,-168.95,-816.89,-593.75,8.58,-8.69,-5.01,-20.85,1.80,-72.15,
11148781,-211.91,-791.02,-556.64,13.51,0.38,-5.53,-22.35,2.70,-70.50,
11168792,-178.71,-815.92,-455.08,0.84,6.43,-3.28,-21.90,1.05,-70.35,
11188797,-164.06,-823.24,-498.05,-10.26,0.08,-0.75,-22.20,2.10,-72.15,
11208803,-184.57,-787.60,-483.40,-15.16,7.53,-3.04,-22.65,4.35,-72.15,
11228809,-191.41,-825.20,-605.47,-13.01,32.44,-5.50,-20.70,3.45,-72.30,
11248814,-192.38,-811.52,-650.88,-11.04,11.11,4.49,-19.95,3.00,-72.90,
11268821,-162.11,-773.44,-502.93,-6.79,-0.41,14.92,-22.20,2.85,-73.50,
11288828,-42.97,-677.25,-520.02,-10.49,-25.31,30.61,-21.30,3.45,-72.30,
11308832,-151.86,-812.50,-657.23,6.69,4.00,11.33,-21.15,2.55,-70.35,
11328837,-197.27,-790.53,-613.77,7.73,10.09,5.68,-20.25,1.95,-73.35,
11348847,-231.93,-831.54,-615.72,0.95,32.61,22.90,-21.15,2.10,-72.45,
11368854,-215.33,-839.36,-430.66,-16.99,14.05,2.52,-20.85,3.60,-72.75,
11388861,-250.49,-775.39,-437.99,-44.40,76.87,-8.41,-21.45,3.60,-72.45,
11408867,-180.66,-765.14,-564.94,-38.03,14.31,-0.84,-22.95,4.65,-74.10,
11428878,-124.02,-790.04,-698.24,-15.47,30.34,6.37,-24.00,5.10,-74.55,
11448883,-187.01,-778.81,-735.35,-7.01,31.31,6.02,-22.80,4.50,-73.65,
11468889,-137.21,-764.16,-648.44,5.13,29.27,7.25,-23.25,3.15,-72.75,
11488897,-138.67,-730.47,-433.11,5.53,-0.75,6.56,-22.80,6.00,-74.70,
11508902,-53.71,-521.00,-534.18,24.64,10.24,10.98,-23.70,5.10,-74.85,
11528908,-192.38,-807.62,-510.74,3.95,-4.37,24.00,-23.25,5.85,-76.65,
11548916,-221.19,-788.57,-659.67,-4.87,-1.91,19.69,-21.90,3.90,-76.95,
11568924,-214.84,-834.96,-723.14,-4.56,-0.05,5.18,-21.45,5.10,-75.60,
11588936,-158.69,-776.37,-699.22,3.57,14.64,6.56,-20.85,4.65,-75.15,
11608941,-108.40,-744.14,-759.28,3.62,46.73,6.05,-22.65,5.10,-75.60,
11628951,-147.46,-743.65,-574.71,2.31,36.90,1.10,-23.10,3.75,-75.75,
11648960,-107.91,-716.80,-656.25,-11.95,36.17,-0.56,-23.40,4.50,-76.80,
11668971,-123.05,-755.37,-772.46,1.47,31.44,4.61,-22.80,6.75,-76.80,
11688983,-94.73,-939.45,-715.33,9.37,35.95,12.96,-22.65,6.15,-76.20,
11708990,-112.79,-837.89,-583.98,11.77,32.11,19.21,-23.70,3.15,-76.95,
11728996,-189.94,-824.71,-469.73,9.25,9.44,17.36,-25.95,4.50,-76.05,
11749003,-169.92,-766.11,-514.16,2.14,-19.51,18.23,-26.25,6.00,-73.65,
11769010,-128.42,-771.48,-676.27,2.69,-19.73,20.43,-24.90,4.50,-76.35,
11789021,-84.96,-755.37,-750.98,-5.45,-12.38,21.31,-25.65,5.25,-77.40,
11809029,-80.08,-783.20,-718.26,-3.91,-10.12,19.45,-23.70,5.85,-78.00,
11829036,-326.66,-791.50,-796.88,-9.97,-4.96,4.21,-23.10,5.55,-77.85,
11849043,-233.40,-740.72,-683.11,1.98,-14.56,6.15,-22.35,5.55,-78.45,
11869051,-184.08,-780.76,-631.35,23.65,-17.34,6.61,-24.30,4.65,-78.30,
11889062,-182.62,-747.07,-658.20,12.44,21.85,-10.76,-24.90,1.20,-76.05,
11909072,-102.54,-735.84,-460.94,-2.14,-5.05,2.70,-24.75,5.40,-76.20,
11929078,-161.13,-748.54,-545.41,1.88,-10.92,2.67,-25.35,5.10,-76.95,
11949084,-141.60,-615.23,-549.32,-9.60,-31.45,0.37,-25.20,3.75,-75.30,
11969094,-230.96,-810.55,-584.47,12.38,14.78,4.24,-23.40,6.00,-76.80,
11989102,-282.71,-587.89,-479.00,-11.04,9.30,-3.74,-23.40,5.25,-77.40,
12009112,-151.37,-760.74,-538.57,-23.95,3.19,-0.14,-22.20,5.85,-78.00,
12029118,-146.48,-717.77,-617.68,-30.18,-9.66,3.42,-23.85,6.30,-76.80,
12049130,-190.92,-792.48,-665.53,-25.82,2.66,6.66,-23.70,7.20,-80.10,
12069139,-186.04,-769.04,-660.16,-23.40,3.56,4.50,-22.35,7.05,-80.25,
12089148,-212.89,-785.16,-734.38,-15.50,11.86,1.83,-21.45,7.20,-81.45,
12109157,-184.08,-746.58,-660.64,0.87,16.55,-10.21,-22.05,7.05,-81.60,
12129163,-140.14,-683.59,-683.11,1.40,10.50,-8.18,-21.90,6.45,-80.40,
12149170,-123.05,-730.96,-635.25,1.11,5.88,-6.02,-22.20,8.70,-81.15,
12169179,-158.69,-665.04,-630.37,-1.68,1.74,-5.33,-22.80,7.80,-80.25,
12189187,-153.32,-728.03,-674.80,-7.51,3.98,-3.48,-23.70,7.65,-81.15,
12209193,-127.44,-700.68,-670.41,-8.40,7.19,-7.71,-22.65,6.90,-82.50,
12229204,-115.72,-748.05,-646.00,-9.01,7.92,-3.27,-21.90,7.65,-81.15,
12249214,-135.74,-724.12,-655.27,-10.11,6.82,-1.15,-21.90,6.45,-82.50,
12269218,-155.76,-732.42,-626.46,-16.12,8.32,-5.77,-21.90,6.45,-83.25,
12289226,-156.74,-744.63,-639.16,-20.75,1.18,-7.42,-21.90,7.20,-83.25,
12309234,-108.89,-726.56,-694.34,-20.02,6.81,-9.34,-22.35,8.55,-82.35,
12329242,-108.40,-729.00,-706.05,-14.12,13.13,-2.87,-22.05,7.80,-81.90,
12349250,-151.86,-756.84,-623.05,-12.53,13.79,-0.98,-22.35,6.75,-81.90,
12369254,-146.97,-776.37,-650.39,-7.18,-11.25,-2.35,-21.15,6.45,-83.55,
12389262,-119.14,-714.36,-753.42,-0.72,-8.85,-9.24,-21.15,7.65,-85.20,
12409270,-125.49,-753.42,-766.60,5.73,-0.52,-3.13,-19.80,8.70,-84.15,
12429276,-206.54,-737.30,-759.77,3.40,18.32,1.91,-21.00,7.80,-84.00,
12449282,-228.03,-664.06,-643.55,5.16,16.50,-6.96,-20.85,5.85,-84.60,
12469290,-153.81,-711.43,-590.33,0.92,-7.30,-5.02,-21.15,6.90,-83.55,
12489299,-92.29,-667.48,-681.64,-11.47,-7.37,-2.03,-19.35,6.15,-84.60,
12509304,-104.49,-699.71,-638.18,-25.56,-0.44,-3.16,-21.90,7.65,-84.60,
12529313,-151.37,-711.43,-677.73,-28.67,-4.43,-6.27,-19.05,8.40,-86.25,
12549325,-176.76,-718.26,-740.23,-21.53,-15.37,-13.57,-18.90,8.55,-85.50,
12569332,-161.62,-792.97,-728.52,-9.60,-19.22,-14.24,-19.35,8.70,-85.95,
12589337,-159.18,-733.40,-794.92,-2.96,-7.65,-17.24,-18.90,9.60,-85.50,
12609344,-152.34,-722.66,-795.41,-1.48,4.44,-14.79,-20.70,8.55,-84.45,
12629355,-181.64,-682.13,-741.21,6.79,6.03,-24.81,-18.75,9.75,-83.85,
12649366,-115.72,-740.23,-792.48,19.73,-7.33,-17.66,-19.80,10.50,-82.80,
12669373,-240.72,-638.18,-772.95,21.02,-6.03,-21.33,-19.50,7.35,-80.55,
12689383,-92.77,-688.48,-695.80,14.73,2.95,-18.85,-20.70,8.10,-80.85,
12709391,-36.62,-686.04,-650.39,-2.64,-9.88,-18.18,-21.75,8.10,-78.90,
12729402,-153.32,-545.41,-625.98,1.25,-15.59,-8.06,-21.15,7.65,-76.95,
